id1	id2	type
1809742	BCL2	RXRG	PPI
1810412	MYC	TRRAP	PPI
1818871	CDC16	CDC20	PPI
1819022	CDC16	PTTG1	PPI
1828580	CDC20	UBE2Z	PPI
1830547	ESR1	UBA3	PPI
1834008	BCL2	C8A	PPI
1845193	CENPF	SMC3	PPI
1845254	KIF2C	SMC3	PPI
1845260	CDC20	SMC3	PPI
1845515	ESR1	SMC3	PPI
1850203	DCTN1	KIF2C	PPI
1854839	GRB7	NRG2	PPI
1855988	CAPZA2	KIF2C	PPI
1873054	AHCTF1	CENPF	PPI
1873103	AHCTF1	KIF2C	PPI
1873111	AHCTF1	CDC20	PPI
1874818	EXO1	RPA2	PPI
1874843	EXO1	RAD50	PPI
1874855	EXO1	PCNA	PPI
1874861	EXO1	RFC3	PPI
1874867	BRCA2	EXO1	PPI
1874890	EXO1	RAD1	PPI
1874897	EXO1	RAD51	PPI
1874903	EXO1	RFC4	PPI
1874909	EXO1	RAD9B	PPI
1874938	EXO1	RBBP8	PPI
1874945	CHEK1	EXO1	PPI
1874970	EXO1	RFC5	PPI
1874981	BRCA1	EXO1	PPI
1874987	EXO1	RAD51B	PPI
1875000	EXO1	RAD17	PPI
1875021	EXO1	TIMELESS	PPI
1875027	EXO1	XRCC3	PPI
1875056	EXO1	RHNO1	PPI
1891951	CENPF	NSL1	PPI
1891960	CENPF	RPS27	PPI
1891968	BUB3	CENPF	PPI
1891976	CENPF	ITGB3BP	PPI
1891984	CENPF	KIF2C	PPI
1891992	CDC20	CENPF	PPI
1892000	CENPF	CENPI	PPI
1892008	CDCA8	CENPF	PPI
1892016	CENPF	ZWINT	PPI
1892024	CENPF	RCC2	PPI
1892032	CENPF	MAPRE1	PPI
1892040	CENPF	CENPP	PPI
1892049	CENPF	NUP160	PPI
1892057	CENPF	CENPO	PPI
1892064	CENPF	STAG1	PPI
1892072	CENPF	SEC13	PPI
1892080	CENPF	DYNLL1	PPI
1892088	CENPF	CENPN	PPI
1892096	CENPF	INCENP	PPI
1892105	CENPF	NDE1	PPI
1892113	CENPF	CENPK	PPI
1892122	CENPF	DYNC1I2	PPI
1892130	CENPF	PAFAH1B1	PPI
1892139	CDC42	CENPF	PPI
1892147	CENPF	XPO1	PPI
1892155	CENPF	KIF2A	PPI
1892163	CENPF	MAD1L1	PPI
1892171	CENPF	DSN1	PPI
1892179	CENPF	RANGAP1	PPI
1892196	CENPF	PPP2R5C	PPI
1892204	CENPF	CLASP2	PPI
1892212	CENPF	PPP2R5D	PPI
1892220	CENPF	PPP2CA	PPI
1892228	CENPF	CKAP5	PPI
1892236	CENPF	NUP37	PPI
1892244	CENPF	CENPT	PPI
1892252	CENPF	SPC24	PPI
1892268	CENPF	DYNLL2	PPI
1892276	CENPF	CLIP1	PPI
1892284	CENPF	MIS12	PPI
1892987	KIF2C	NSL1	PPI
1892995	CDC20	NSL1	PPI
1894970	CDC20	NEK2	PPI
1903721	KDM5B	MYC	PPI
1905324	RPA2	UBE2T	PPI
1905357	FANCG	UBE2T	PPI
1905390	FANCA	UBE2T	PPI
1905404	CENPX	UBE2T	PPI
1905461	FANCB	UBE2T	PPI
1905510	FANCL	UBE2T	PPI
1905536	UBA52	UBE2T	PPI
1905687	UBC	UBE2T	PPI
1905693	TOP3A	UBE2T	PPI
1905728	FAAP24	UBE2T	PPI
1907814	ESR1	NR5A2	PPI
1926251	ESR1	POU2F1	PPI
1929886	ESR1	USF1	PPI
1931023	COPA	KIF2C	PPI
1939088	ESR1	HSF2	PPI
1942117	KIF2C	RPS27	PPI
1942125	CDC20	RPS27	PPI
1949721	BUB3	KIF2C	PPI
1949730	BUB3	CDC20	PPI
1954192	BCL2	MCL1	PPI
1960155	ESR1	HIST3H2BB	PPI
1960403	HIST3H2BB	MYC	PPI
1991456	ESR1	GNAI3	PPI
1992696	ACTR1A	KIF2C	PPI
2001568	BTRC	CDC20	PPI
2006511	GFI1	MYC	PPI
2010910	ESR1	GTF2B	PPI
2012208	ESR1	LMO4	PPI
2019606	BAG1	BAG2	PPI
2030730	CDC20	UBE2U	PPI
2032665	ITGB3BP	KIF2C	PPI
2032673	CDC20	ITGB3BP	PPI
2038211	ESR1	JUN	PPI
2038237	BAG1	JUN	PPI
2038676	BCL2	C8B	PPI
2042125	MYC	SUPT3H	PPI
2043927	ESR1	ZNF217	PPI
2048187	ESR1	HSP90AB1	PPI
2049691	CDC20	UBE2A	PPI
2064093	KIF2C	SURF4	PPI
2064797	ESR1	NCOA3	PPI
2074318	CDC20	KIF2C	PPI
2074326	CENPI	KIF2C	PPI
2074334	CDCA8	KIF2C	PPI
2074342	KIF2C	ZWINT	PPI
2074363	KIF2C	RCC2	PPI
2074371	KIF2C	MAPRE1	PPI
2074379	CENPP	KIF2C	PPI
2074389	KIF2C	NUP160	PPI
2074408	CENPO	KIF2C	PPI
2074418	KIF2C	STAG1	PPI
2074426	KIF2C	SEC13	PPI
2074444	DYNLL1	KIF2C	PPI
2074453	CENPN	KIF2C	PPI
2074463	INCENP	KIF2C	PPI
2074482	KIF2C	NDE1	PPI
2074490	CENPK	KIF2C	PPI
2074498	DYNC1I2	KIF2C	PPI
2074506	KIF2C	PAFAH1B1	PPI
2074517	CDC42	KIF2C	PPI
2074534	KIF2C	XPO1	PPI
2074542	KIF2A	KIF2C	PPI
2074550	KIF2C	MAD1L1	PPI
2074560	KDELR3	KIF2C	PPI
2074564	KIF2C	RAB1A	PPI
2074576	DSN1	KIF2C	PPI
2074599	CAPZB	KIF2C	PPI
2074605	KIF2C	RANGAP1	PPI
2074611	COPG2	KIF2C	PPI
2074617	KIF2C	TMED7-TICAM2	PPI
2074629	DCTN2	KIF2C	PPI
2074644	KIF2C	PPP2R5C	PPI
2074650	DCTN4	KIF2C	PPI
2074659	CLASP2	KIF2C	PPI
2074667	KIF2C	PPP2R5D	PPI
2074675	KIF2C	PPP2CA	PPI
2074693	CKAP5	KIF2C	PPI
2074703	KIF2C	NUP37	PPI
2074709	COPZ1	KIF2C	PPI
2074723	CENPT	KIF2C	PPI
2074729	KIF2C	SEC22B	PPI
2074735	KIF2C	SPC24	PPI
2074743	KIF18B	KIF2C	PPI
2074757	DYNLL2	KIF2C	PPI
2074765	CLIP1	KIF2C	PPI
2074771	COPZ2	KIF2C	PPI
2074778	KIF2C	MIS12	PPI
2081969	CDC20	CENPI	PPI
2081977	CDC20	CDCA8	PPI
2081990	CDC20	UBE2D1	PPI
2081998	CDC20	ZWINT	PPI
2082004	CDC20	CDC26	PPI
2082028	CDC20	RCC2	PPI
2082036	CDC20	MAPRE1	PPI
2082044	CDC20	CENPP	PPI
2082070	CDC20	SPATC1	PPI
2082083	CDC20	NUP160	PPI
2082122	CDC20	CENPO	PPI
2082142	CDC20	STAG1	PPI
2082154	CDC20	SEC13	PPI
2082178	CDC20	DYNLL1	PPI
2082198	CDC20	CENPN	PPI
2082208	CDC20	PTTG1	PPI
2082235	CDC20	INCENP	PPI
2082245	CDC20	CDC23	PPI
2082253	CDC20	FZR1	PPI
2082263	CDC20	CDK1	PPI
2082287	CDC20	NDE1	PPI
2082295	CDC20	CENPK	PPI
2082301	CDC20	UBE2E2	PPI
2082307	CDC20	UBE2G1	PPI
2082321	CDC20	DYNC1I2	PPI
2082329	CDC20	PAFAH1B1	PPI
2082345	CDC20	UBE2D2	PPI
2082356	CDC20	CDC42	PPI
2082373	CDC20	UBE2J2	PPI
2082385	CDC20	XPO1	PPI
2082393	CDC20	KIF2A	PPI
2082401	CDC20	MAD1L1	PPI
2082428	CDC20	UBE2E3	PPI
2082438	CDC20	UBA52	PPI
2082450	CDC20	DSN1	PPI
2082479	ANAPC7	CDC20	PPI
2082493	CDC20	UBE2W	PPI
2082517	CDC20	RANGAP1	PPI
2082565	CDC20	PPP2R5C	PPI
2082574	CDC20	CLASP2	PPI
2082586	CDC20	PPP2R5D	PPI
2082594	CDC20	PPP2CA	PPI
2082610	ANAPC13	CDC20	PPI
2082662	ANAPC4	CDC20	PPI
2082678	CDC20	UBE2V2	PPI
2082705	CDC20	CKAP5	PPI
2082715	CDC20	CDC27	PPI
2082727	ANAPC15	CDC20	PPI
2082735	CDC20	UBC	PPI
2082755	CDC20	NUP37	PPI
2082761	CDC20	UBE2J1	PPI
2082784	CDC20	CENPT	PPI
2082806	CDC20	SPC24	PPI
2082838	CDC20	DYNLL2	PPI
2082844	ANAPC16	CDC20	PPI
2082868	CDC20	UBE2F	PPI
2082873	ANAPC10	CDC20	PPI
2082887	CDC20	CLIP1	PPI
2082914	CDC20	MIS12	PPI
2089060	ESR1	SET	PPI
2115620	CDK9	ESR1	PPI
2122148	MYC	PIM1	PPI
2123985	ESR1	HDAC1	PPI
2127080	GRB7	SRC	PPI
2127090	ESR1	SRC	PPI
2147932	PTTG1	UBE2D1	PPI
2156734	CDC26	PTTG1	PPI
2166580	BAK1	BCL2	PPI
2171519	MYC	RPL11	PPI
2175588	BCL2	RXRB	PPI
2207282	MYC	ZBTB17	PPI
2245678	ESR1	POU4F1	PPI
2254660	ESR1	HIST1H2BL	PPI
2254899	HIST1H2BL	MYC	PPI
2265493	ESR1	HIST1H2AC	PPI
2265719	HIST1H2AC	MYC	PPI
2276725	MYC	TP73	PPI
2288832	ESR1	NR0B1	PPI
2291192	ESR1	PCNA	PPI
2293148	ESR1	GATA3	PPI
2312298	GRB7	TEK	PPI
2351471	ESR1	POLR2B	PPI
2357801	ESR1	GREB1	PPI
2387071	ESR1	STAG1	PPI
2423037	ESR1	TBP	PPI
2425939	ESR1	SUMO1	PPI
2428845	ESR1	NCOA7	PPI
2438277	ESR1	GRB2	PPI
2447447	BCL2	BCL2L11	PPI
2463734	CDC23	PTTG1	PPI
2463742	FZR1	PTTG1	PPI
2463755	PTTG1	UBA52	PPI
2463761	ANAPC7	PTTG1	PPI
2463776	PTTG1	PTTG2	PPI
2463777	ANAPC4	PTTG1	PPI
2463785	CDC27	PTTG1	PPI
2463793	ANAPC15	PTTG1	PPI
2463800	PTTG1	UBC	PPI
2463809	ANAPC16	PTTG1	PPI
2463815	ANAPC10	PTTG1	PPI
2473746	ESR1	GTF2F1	PPI
2475447	BAD	BCL2	PPI
2519186	ESR1	GTF2A2	PPI
2537174	DDX17	ESR1	PPI
2566121	EPHB1	GRB7	PPI
2566284	ESR1	GRIP1	PPI
2568178	BBC3	BCL2	PPI
2568192	BCL2	RXRA	PPI
2568199	BCL2	NR4A1	PPI
2568205	APAF1	BCL2	PPI
2568213	BCL2	FKBP8	PPI
2568219	BCL2	NLRP1	PPI
2579868	GRB10	GRB7	PPI
2594194	ESR1	KDM1A	PPI
2594334	KDM1A	MYC	PPI
2594747	ESR1	NRIP1	PPI
2609170	ESR1	NCOR2	PPI
2621366	GRB7	NRG1	PPI
2634277	ESR1	NCOA1	PPI
2684153	ARTN	GRB7	PPI
2687542	ESR1	SOS1	PPI
2725430	BCAR1	ESR1	PPI
2763522	MYC	NFYC	PPI
2772644	ACTL6A	MYC	PPI
2787091	ESR1	NCOA2	PPI
2802079	ESR1	SHC1	PPI
2805893	CITED1	ESR1	PPI
2815901	GDNF	GRB7	PPI
2815904	ANGPT1	GRB7	PPI
2815907	GFRA2	GRB7	PPI
2815922	GRB7	YES1	PPI
2823268	ESR1	POLR2F	PPI
2832698	ESR1	PRMT1	PPI
2832700	CBFB	ESR1	PPI
2832701	ESR1	POLR2H	PPI
2832707	ANP32A	ESR1	PPI
2832710	BRCA1	ESR1	PPI
2832714	ESR1	PIK3R1	PPI
2832719	ESR1	H2AFX	PPI
2832728	ESR1	H2AFJ	PPI
2832735	ESR1	PHB2	PPI
2832744	ESR1	OTUB1	PPI
2832745	ESR1	FKBP5	PPI
2832751	ESR1	GTF2H3	PPI
2832752	CALCOCO1	ESR1	PPI
2832758	ESR1	GTF2A1	PPI
2832759	ESR1	TLE3	PPI
2832767	ESR1	SAFB	PPI
2832769	ESR1	HIST1H2BJ	PPI
2832778	APBB1	ESR1	PPI
2832779	ESR1	HIST1H2BO	PPI
2832787	ESR1	HIST1H2BM	PPI
2832793	ESR1	POLR2E	PPI
2832801	ESR1	GNAZ	PPI
2832804	ESR1	HIST1H2BH	PPI
2832812	ESR1	MYC	PPI
2832819	ESR1	POLR2A	PPI
2832825	ESR1	LOC102724334	PPI
2832831	ESR1	GNB1	PPI
2832837	ESR1	PTGES3	PPI
2832845	ESR1	HIST1H2BB	PPI
2832852	ESR1	HIST1H2BN	PPI
2832858	ESR1	H2AFB1	PPI
2929581	CDKN2A	MYC	PPI
2993360	FOXR2	MYC	PPI
3052983	H2AFX	MYC	PPI
3080529	MYC	TJP2	PPI
3083614	H2AFJ	MYC	PPI
3144347	MYC	PFDN5	PPI
3265919	MYC	RUVBL2	PPI
3279884	HIST1H2BJ	MYC	PPI
3291270	HIST1H2BO	MYC	PPI
3297458	HIST1H2BM	MYC	PPI
3322743	HIST1H2BH	MYC	PPI
3331763	LOC102724334	MYC	PPI
3331774	HIST1H2BB	MYC	PPI
3331785	HIST1H2BN	MYC	PPI
3331792	H2AFB1	MYC	PPI
